x,Curve1,Curve2,Curve3,Curve4
117.3127,0.9857,-0.7198,,
117.7512,0.9738,-0.6274,,
117.8772,0.9695,-0.1226,,
117.9964,0.967,-0.0919,,
118.2281,0.9671,-0.0488,,
118.6614,0.9774,0.4868,,
119.061,0.9908,0.1482,,
119.3149,0.9978,0.1297,,
119.8069,0.9958,0.2775,,
120.1504,0.9793,0.3764,,
120.4207,0.9654,0.4129,,
121.0803,0.9631,0.4006,,
